state,county,document_kind,artefact_kind,election_date,election_type,offices_covered,file_type,status,certification_date,county_fips,source_url,retrieval_date,sha256,pages,source_filename,repo_path,flags
TN,McMinn,results,document,2025-09-04,unknown,unknown,pdf,unknown,unknown,47107,https://files.cdn-files-a.com/uploads/3293126/normal_68c31596cf11c.pdf,2026-09-16,fce55f26532938edf5ad7a670cb27b53f3c9ce7e28694d9be99b7034c92bef98,13,normal_68c31596cf11c.pdf,2025/2025-09-04/mcminn/normal_68c31596cf11c.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no election type readable from the document or its label; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Stewart,results,document,2025-10-07,unknown,unknown,pdf,unknown,unknown,47161,https://stewartcountyelection.com/wp-content/uploads/2025/11/0805_251014131056_001.pdf,2026-09-16,baeae48e2124b37ded8d6b64f36321dfa530703bbcb0210de3a2b3755bc0e1fa,2,0805_251014131056_001.pdf,2025/2025-10-07/stewart/0805_251014131056_001.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no election type readable from the document or its label; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Morgan,not-results,document,2026-01-09,n/a,unknown,pdf,n/a,unknown,47129,https://img1.wsimg.com/blobby/go/ccb13f32-6036-4ffb-a201-be56e22d457e/downloads/04d6b5b4-2b0e-43f6-99b7-863c5285d256/Aug%20Candidates.pdf?ver=1788273377010,2026-09-16,8dbfaf108f58b03d004a83e075480419990fea74c449b8b65abf738cb3cf691c,1,Aug-Candidates.pdf,2026/2026-01-09/morgan/Aug-Candidates.pdf,"NOT a results document; published because the county did, and marked so; election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Bedford,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47003,https://cms5.revize.com/revize/bedfordtn/20260513081125.pdf?t=202605130922140,2026-09-15,d728c6249d9cc96b5ea32f230825033dc1615c26383489e05cbc22768f643172,13,20260513081125.pdf,2026/2026-05-05/bedford/20260513081125.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Bedford,results,document,2026-05-05,primary,unknown,pdf,certified_claimed,unknown,47003,https://cms5.revize.com/revize/bedfordtn/20260513081150.pdf?t=202605130923290,2026-09-15,9c872f9e8a9b6a457de30cef3459ef416efeb611ff46f991aec56806c80a84de,14,20260513081150.pdf,2026/2026-05-05/bedford/20260513081150.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status is the DOCUMENT's own claim, read from its first page; no certification document is held; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Cheatham,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47021,https://www.cheathamcountytn.gov/uploads/20260505_213238.pdf,2026-09-15,78c68328f920fd0f9ed42360fb12d269f8733856271e1aa9f04ce33febe669e8,7,20260505_213238.pdf,2026/2026-05-05/cheatham/20260505_213238.pdf,"date/type read from the archive LABEL, not from the document, which yields no text by any means; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Cocke,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47029,https://www.cockecountyelections.org/s/MAY-2026-CERTIFIED-RESULTS.pdf,2026-09-16,226ed18989c92cdd98f4836662fe40df2f47406b647b7fa586b45a600d220cd8,29,MAY-2026-CERTIFIED-RESULTS.pdf,2026/2026-05-05/cocke/MAY-2026-CERTIFIED-RESULTS.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Crockett,results,document,2026-05-05,unknown,unknown,pdf,unknown,unknown,47033,https://irp.cdn-website.com/82953245/files/uploaded/Election+Results+5-5-26.pdf,2026-09-16,6912b0e9fc718d3c522377eb989cc83399c96443e6c866227ae6d2027aa00def,11,Election-Results-5-5-26.pdf,2026/2026-05-05/crockett/Election-Results-5-5-26.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no election type readable from the document or its label; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,DeKalb,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47041,https://www.dekalbelections.com/uploads/results/results-reports/1776783916-45.pdf,2026-09-16,727f9989f057adf65d988be3af412d7d451442cd51aa0068b186e76ad8d381bf,14,1776783916-45.pdf,2026/2026-05-05/dekalb/1776783916-45.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,DeKalb,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47041,https://www.dekalbelections.com/uploads/results/results-reports/1776783916-47.pdf,2026-09-16,fc6dd4c659cc36afb42e8b4a87a35162c30b2736e3c31602afd9387247083219,14,1776783916-47.pdf,2026/2026-05-05/dekalb/1776783916-47.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Dyer,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47045,https://irp.cdn-website.com/564557c6/files/uploaded/doc00364420260513090015.pdf,2026-09-15,3c18d5a52213185bda3ed442bd5ec05c94b1a24857b5dcd59a7e5b1016232a29,36,doc00364420260513090015.pdf,2026/2026-05-05/dyer/doc00364420260513090015.pdf,"no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Gibson,not-results,document,2026-05-05,n/a,unknown,pdf,n/a,unknown,47053,https://irp.cdn-website.com/f769257e/files/uploaded/2026+elections+flow+chart.pdf,2026-09-16,c81a18751a7bafcc19d5229e086598c66281f8375f81efec21366f8ac9914ac0,1,2026-elections-flow-chart.pdf,2026/2026-05-05/gibson/2026-elections-flow-chart.pdf,"NOT a results document; published because the county did, and marked so; election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; MULTI-ELECTION DOCUMENT: its own text states 2 further election dates (2026-08-06, 2026-11-03). `election_date` records only the first one found and is NOT the whole of what this file covers. ⛔ The date is deliberately NOT overwritten — every one of these dates is true of this file, and picking one silently would be choosing by loop order. Read the document before excluding it from an election it may contain.; offices not enumerated; requires a full parse of the document"
TN,Greene,not-results,document,2026-05-05,n/a,unknown,pdf,n/a,unknown,47059,https://bisgreengovprd.wpenginepowered.com/wp-content/uploads/2025/07/Key-Dates-2026_0.pdf,2026-09-16,da71bab1f2fa547025aa7f9adb6160a4637c140b1061652043762f35080bd97c,1,Key-Dates-2026_0.pdf,2026/2026-05-05/greene/Key-Dates-2026_0.pdf,"NOT a results document; published because the county did, and marked so; election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document"
TN,Greene,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47059,https://bisgreengovprd.wpenginepowered.com/wp-content/uploads/2026/06/Results-May-5-2026-Election.pdf,2026-09-16,e99b9a0478cfe160e8ec9b7e662b411bfb91acb7f61719652c1d8a98b9e85a4d,40,Results-May-5-2026-Election.pdf,2026/2026-05-05/greene/Results-May-5-2026-Election.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Hawkins,not-results,document,2026-05-05,n/a,unknown,pdf,n/a,unknown,47073,https://www.hawkinscountytn.gov/pdfs/elections/election_key_dates.pdf,2026-09-16,5ae96e50d44731c14f45b08b40dd4954dd70765b80a98efadc13857811551186,1,election_key_dates.pdf,2026/2026-05-05/hawkins/election_key_dates.pdf,"NOT a results document; published because the county did, and marked so; election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document"
TN,Humphreys,results,document,2026-05-05,unknown,unknown,pdf,unknown,unknown,47085,https://img1.wsimg.com/blobby/go/43e686d1-1a4d-486c-be71-5b118419da12/downloads/13578da0-39f9-47b4-a5fc-67a4ef88550f/5-5-2026%20Election%20Results.pdf?ver=1786964422313,2026-09-16,5ada1b39834b13cea9c763ef8a232a6b7694b0d0038880e051f3f9bf65a72d57,3,5-5-2026-Election-Results.pdf,2026/2026-05-05/humphreys/5-5-2026-Election-Results.pdf,"no election type readable from the document or its label; date/type read from the archive LABEL, not from the document, which yields no text by any means; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Humphreys,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47085,https://img1.wsimg.com/blobby/go/43e686d1-1a4d-486c-be71-5b118419da12/downloads/bd5c2819-c67e-424d-b74d-75ea5f7f662f/To%20add%20to%20website%20for%205-5-2026.pdf?ver=1786964422313,2026-09-16,c32feac10f1ee86b5d903bc04a40e2f33fe3ffe2affe9aa087bca56820ca9f5e,2,To-add-to-website-for-5-5-2026.pdf,2026/2026-05-05/humphreys/To-add-to-website-for-5-5-2026.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Jackson,results,document,2026-05-05,primary,unknown,pdf,certified_claimed,unknown,47087,https://jacksoncountytn.gov/uploads/election-commission/pdf_embed/certified-result-2026-05-05-primary.pdf,2026-09-16,574b4694feb55b6b4c7cfce8495b1ce659088a31d036c29c22e91db05762b8a3,28,certified-result-2026-05-05-primary.pdf,2026/2026-05-05/jackson/certified-result-2026-05-05-primary.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status is the DOCUMENT's own claim, read from its first page; no certification document is held; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Knox,results,document,2026-05-05,primary,unknown,pdf,official_claimed,unknown,47093,https://knoxcounty.org/election/archive/2026-05-05/cumulative.pdf,2026-09-15,70bf390dae0428242ea1d7dc845d97bdbe03fa931ac46277fd271ffe31f4e149,15,cumulative.pdf,2026/2026-05-05/knox/cumulative.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status is the DOCUMENT's own claim, read from its first page; no certification document is held; offices not enumerated; requires a full parse of the document"
TN,Knox,results,document,2026-05-05,primary,unknown,pdf,official_claimed,unknown,47093,https://knoxcounty.org/election/archive/2026-05-05/precinct.pdf,2026-09-15,d67034cf837e445b4c6b0d82ac3e346abb0bdca61c026fda596a3cc9c8a7fc8f,740,precinct.pdf,2026/2026-05-05/knox/precinct.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status is the DOCUMENT's own claim, read from its first page; no certification document is held; offices not enumerated; requires a full parse of the document"
TN,Putnam,results,document,2026-05-05,primary,unknown,htm,unknown,unknown,47141,https://putnamcountytn.gov/electionresults/2026-05/Putnam_ElecSumm_All.htm,2026-09-16,0b66f655d3dd4460ebe52b7279f8f968ac614858f02afd66e7087818e0c43f5d,unknown,Putnam_ElecSumm_All.htm,2026/2026-05-05/putnam/Putnam_ElecSumm_All.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Rutherford,results,document,2026-05-05,primary,unknown,htm,unknown,unknown,47149,https://secured.rutherfordcountytn.gov/election/050526-html/Rutherford_ElecSumm_all.htm,2026-09-16,bc02275063659a490ef122f8279987c0cde5a6f54a6d08a746e410ae7f0f4329,unknown,Rutherford_ElecSumm_all.htm,2026/2026-05-05/rutherford/Rutherford_ElecSumm_all.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Grundy,not-results,document,2026-05-07,n/a,unknown,pdf,n/a,unknown,47061,https://www.grundycountytn.net/officials/pdfs/election_notice.pdf,2026-09-15,b81276e1ab59a0ff0ba066a5add6e04d85ba02fa38e7d29f890c3173e88f9c92,5,election_notice.pdf,2026/2026-05-07/grundy/election_notice.pdf,"NOT a results document; published because the county did, and marked so; election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document"
TN,Humphreys,not-results,document,2026-06-22,n/a,unknown,pdf,n/a,unknown,47085,https://img1.wsimg.com/blobby/go/43e686d1-1a4d-486c-be71-5b118419da12/downloads/16953496-3342-4712-b86e-9e7741b4aa4f/2026%20Election%20Commission%20Meeting%20Dates.pdf?ver=1786964422334,2026-09-16,e1f1afca9a4db5663c6b20e467df55ceb361f7c38809fc4318c221a0de4d3756,1,2026-Election-Commission-Meeting-Dates.pdf,2026/2026-06-22/humphreys/2026-Election-Commission-Meeting-Dates.pdf,"NOT a results document; published because the county did, and marked so; election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,McMinn,results,document,2026-06-25,unknown,unknown,pdf,unknown,unknown,47107,https://files.cdn-files-a.com/uploads/3293126/normal_6a6b69fdcc091.pdf,2026-09-16,29535c4d877803406be101e1e06654648be973289fe1c2d2d64517006817e329,2,normal_6a6b69fdcc091.pdf,2026/2026-06-25/mcminn/normal_6a6b69fdcc091.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no election type readable from the document or its label; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Loudon,not-results,document,2026-07-17,n/a,unknown,pdf,n/a,unknown,47105,https://loudoncountyvotes.com/files/August_2026_EarlyVotingTotals_ByLocation.pdf,2026-09-15,a9463d341dfecfdc036d370d60a728e8827fd92c8dcdef951ffac391eda41875,1,August_2026_EarlyVotingTotals_ByLocation.pdf,2026/2026-07-17/loudon/August_2026_EarlyVotingTotals_ByLocation.pdf,"NOT a results document; published because the county did, and marked so; election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document"
TN,Anderson,results,document,2026-08-06,primary+general,unknown,pdf,election_night,unknown,47001,https://www.acelection.com/wp-content/uploads/2026/08/after-write-ins-Cumulative-Results-8-6-2026-10-38-23-PM.pdf,2026-09-15,e796136c2ef4c9f0ed68beea3dfec689048f69609fb37c23a7fb7dfae4073f60,9,after-write-ins-Cumulative-Results-8-6-2026-10-38-23-PM.pdf,2026/2026-08-06/anderson/after-write-ins-Cumulative-Results-8-6-2026-10-38-23-PM.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document"
TN,Anderson,results,document,2026-08-06,primary+general,unknown,pdf,election_night,unknown,47001,https://www.acelection.com/wp-content/uploads/2026/08/after-write-ins-Precinct-Results-8-6-2026-10-38-48-PM.pdf,2026-09-15,e5bb40292c6f10199b34e17c1b156c3a9179511cec00a1c9031a57855b0b8f82,169,after-write-ins-Precinct-Results-8-6-2026-10-38-48-PM.pdf,2026/2026-08-06/anderson/after-write-ins-Precinct-Results-8-6-2026-10-38-48-PM.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document"
TN,Bedford,results,document,2026-08-06,primary,unknown,pdf,unknown,unknown,47003,https://cms5.revize.com/revize/bedfordtn/20260825075629.pdf?t=202608250905140,2026-09-15,e86a37940f3aa495003625649b86e2287d3396f9edf28ce9413a0f96b6d610c0,8,20260825075629.pdf,2026/2026-08-06/bedford/20260825075629.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Bedford,results,document,2026-08-06,primary,unknown,pdf,unknown,unknown,47003,https://cms5.revize.com/revize/bedfordtn/20260825075653.pdf?t=202608250904490,2026-09-15,f2e9cb3946ed9703647832c8e343558cd7cdd42440e04c2a0309167f12687de4,8,20260825075653.pdf,2026/2026-08-06/bedford/20260825075653.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Bedford,results,document,2026-08-06,general,unknown,pdf,unknown,unknown,47003,https://cms5.revize.com/revize/bedfordtn/20260825075719.pdf?t=202608250903230,2026-09-15,d4c0ddd428ba1797bdaab35c9f6183a20b6bc6012be1023f1a5bc93ad812add8,15,20260825075719.pdf,2026/2026-08-06/bedford/20260825075719.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2026-08-06,unknown,unknown,htm,unknown,unknown,47005,https://www.bentoncotnelections.com/unofficial,2026-09-16,7f83405d62c5368a562bd875c379c4f0deee30939af1f0a963d0d13afb1a2825,unknown,unofficial.htm,2026/2026-08-06/benton/unofficial.htm,"no election type readable from the document or its label; date/type read from the archive LABEL, not from the document, which yields no text by any means; status DOWNGRADED: the filename says 'Unofficial Results 8/6/2026' but the document's first page yields no text by any means, so nothing in the document supports it; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Blount,results,document,2026-08-06,primary,unknown,pdf,unknown,unknown,47009,https://www.blounttn.gov/DocumentCenter/View/30229/August-6-2026-County-Totals-PDF,2026-09-15,ef535f0ba27ae431a4b5521052cbb9aa2d415b2c7853fedb2d0a1d4cdbe90d1b,17,August-6-2026-County-Totals-PDF.pdf,2026/2026-08-06/blount/August-6-2026-County-Totals-PDF.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; MULTI-ELECTION DOCUMENT: its own text states 2 further election dates (2024-08-01, 2026-08-19). `election_date` records only the first one found and is NOT the whole of what this file covers. ⛔ The date is deliberately NOT overwritten — every one of these dates is true of this file, and picking one silently would be choosing by loop order. Read the document before excluding it from an election it may contain.; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Blount,results,document,2026-08-06,primary+municipal,unknown,pdf,unknown,unknown,47009,https://www.blounttn.gov/DocumentCenter/View/30228/August-6-2026-Precinct-Totals-PDF,2026-09-15,2340d5ed4f1e6d2bd7260a4c2278be04150fe52d9859be8f4c3c77aff402ceb9,41,August-6-2026-Precinct-Totals-PDF.pdf,2026/2026-08-06/blount/August-6-2026-Precinct-Totals-PDF.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Bradley,results,document,2026-08-06,primary+general,unknown,htm,unknown,unknown,47011,https://www.bradleyelections.com/results/html/Bradley_ElecSumm_All.htm,2026-09-16,57a481e1160efbfc0e66a9e51962d4b81e8a2bd8d383727f2564c633bb2487dc,unknown,Bradley_ElecSumm_All.htm,2026/2026-08-06/bradley/Bradley_ElecSumm_All.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Bradley,results,document,2026-08-06,primary+general,unknown,htm,unknown,unknown,47011,https://www.bradleyelections.com/results/html/Bradley_PrecSumm_01.htm,2026-09-16,d16f22dd2806f02972e093fde212e4ba5ec05cd6efb09c4e3226f47c6e63a385,unknown,Bradley_PrecSumm_01.htm,2026/2026-08-06/bradley/Bradley_PrecSumm_01.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Bradley,results,document,2026-08-06,primary+general,unknown,htm,unknown,unknown,47011,https://www.bradleyelections.com/results/html/Bradley_PrecSumm_02.htm,2026-09-16,09bf443a1627f7ab221f619888c828e1df407ae4ad2e9d679cf7e6e988b6d5e8,unknown,Bradley_PrecSumm_02.htm,2026/2026-08-06/bradley/Bradley_PrecSumm_02.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Campbell,results,document,2026-08-06,primary+general,unknown,pdf,election_night,unknown,47013,https://a2e8bde7-3799-45d4-a557-41f82617903d.filesusr.com/ugd/953d91_fcf20baeb72d42cbb257464d3b4701d0.pdf,2026-09-15,7de1352e56fbe50e72e167e6db3eceb107461109fb8d93ea8eb1ad934d6bba8c,11,953d91_fcf20baeb72d42cbb257464d3b4701d0.pdf,2026/2026-08-06/campbell/953d91_fcf20baeb72d42cbb257464d3b4701d0.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document"
TN,Cannon,results,document,2026-08-06,general,unknown,pdf,unknown,unknown,47015,https://cannoncountytn.gov/wp-content/uploads/2026/08/20260825_140251.pdf,2026-09-16,6c974cf641dcd4173d6f8f378fb2ef6d02481b112efe81fbdd7f9299c4151338,2,20260825_140251.pdf,2026/2026-08-06/cannon/20260825_140251.pdf,"date/type read from the archive LABEL, not from the document, which yields no text by any means; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Cannon,results,document,2026-08-06,general,unknown,pdf,unknown,unknown,47015,https://cannoncountytn.gov/wp-content/uploads/2026/08/20260825_140454.pdf,2026-09-16,a420dca4881fba5eef88d7ffdd31c875f94464fe1f4534b760f9aaa55399fc53,2,20260825_140454.pdf,2026/2026-08-06/cannon/20260825_140454.pdf,"date/type read from the archive LABEL, not from the document, which yields no text by any means; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Carroll,results,document,2026-08-06,primary+general,unknown,pdf,official_claimed,unknown,47017,https://carrollcountytnelections.com/wp-content/uploads/2026/08/Official-Precinct-Results-8-13-2026-09-13-03-AM.pdf,2026-09-15,6b02d8e30947e49dc9be92950a1feacecd98f734065ec8073a46698814e906da,128,Official-Precinct-Results-8-13-2026-09-13-03-AM.pdf,2026/2026-08-06/carroll/Official-Precinct-Results-8-13-2026-09-13-03-AM.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status is the DOCUMENT's own claim, read from its first page; no certification document is held; offices not enumerated; requires a full parse of the document"
TN,Carter,results,document,2026-08-06,primary+general,unknown,pdf,certified_claimed,unknown,47019,"https://cms3.revize.com/revize/cartercounty/August%206,%202026%20State%20Primary%20and%20County%20General.pdf?t=202608201456310",2026-09-16,33605e692d640bd47bd5388b8b399dfaa3a2d21719c560715272142bb492e72c,51,August-6-2026-State-Primary-and-County-General.pdf,2026/2026-08-06/carter/August-6-2026-State-Primary-and-County-General.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status is the DOCUMENT's own claim, read from its first page; no certification document is held; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Cheatham,results,document,2026-08-06,primary+general,unknown,pdf,official_claimed,unknown,47021,https://www.cheathamcountytn.gov/uploads/20260807_080904.pdf,2026-09-15,4eecdd8f22e8e006d0904c997fc1cdd2f8ac561c0a5378c1e24f29c1454e9017,6,20260807_080904.pdf,2026/2026-08-06/cheatham/20260807_080904.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status is the DOCUMENT's own claim, read from its first page; no certification document is held; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Cheatham,results,document,2026-08-06,general,unknown,pdf,certified_claimed,unknown,47021,https://www.cheathamcountytn.gov/uploads/20260827_090853.pdf,2026-09-15,d613bb282e4d3bc3c77ba4b10e96833fe54e9c58cd7c8763894fe142c23db505,16,20260827_090853.pdf,2026/2026-08-06/cheatham/20260827_090853.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status is the DOCUMENT's own claim, read from its first page; no certification document is held; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Chester,results,document,2026-08-06,primary+general,unknown,pdf,unknown,unknown,47023,https://votechestercountytn.gov/results/,2026-09-16,6c519956ab51e8e08a4e477a4d438321b371310567ba06ea998734f53b78f84d,15,Chester-County-Election-Commission-Election-Results.pdf,2026/2026-08-06/chester/Chester-County-Election-Commission-Election-Results.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status DOWNGRADED: the filename says 'Chester County Election Commission – Election Results.pdf' but the document's first page yields no text by any means, so nothing in the document supports it; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Claiborne,results,document,2026-08-06,primary,unknown,pdf,unknown,unknown,47025,https://claibornevotes.com/wp-content/uploads/2026/08/Official-Results-8-6-26.pdf,2026-09-16,5aaa6659d49df6575d29ba5744d2163ed6afeb278f38525211589c737dedd7b1,9,Official-Results-8-6-26.pdf,2026/2026-08-06/claiborne/Official-Results-8-6-26.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Clay,results,document,2026-08-06,primary+general,unknown,pdf,unknown,unknown,47027,https://claycountytnelections.com/wp-content/uploads/2026/08/08-06-2026_ElectionResults.pdf,2026-09-16,2bb521ac1843e72e8d66451a997e1b64f1a2362e729e317edff692f8cdd87fd5,5,08-06-2026_ElectionResults.pdf,2026/2026-08-06/clay/08-06-2026_ElectionResults.pdf,"no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Cocke,results,document,2026-08-06,primary,unknown,pdf,unknown,unknown,47029,https://www.cockecountyelections.org/s/August-2026-Election-Results.pdf,2026-09-16,546b745665eec1e9ff7acdd170086a3f0fb17a9dcfe4ba01e2a124f355e857db,41,August-2026-Election-Results.pdf,2026/2026-08-06/cocke/August-2026-Election-Results.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Coffee,results,document,2026-08-06,primary,unknown,pdf,unknown,unknown,47031,https://www.coffeecountytn.gov/DocumentCenter/View/7193/August-6-2026-Official-Results,2026-09-16,df79bd931d8e01a9c3cd7901440393b65b9725f462d4ab7af3ba81b925f5816e,49,August-6-2026-Official-Results.pdf,2026/2026-08-06/coffee/August-6-2026-Official-Results.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Crockett,results,document,2026-08-06,unknown,unknown,pdf,election_night,unknown,47033,https://irp.cdn-website.com/82953245/files/uploaded/8-6-26+Unofficial+Results+SFPSCG.pdf,2026-09-16,728eeb46c8894bd9f94d3aa8edd4a3e3ea23a83d7e9a5ce9465307ea61f495ad,17,8-6-26-Unofficial-Results-SFPSCG.pdf,2026/2026-08-06/crockett/8-6-26-Unofficial-Results-SFPSCG.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no election type readable from the document or its label; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Cumberland,results,document,2026-08-06,primary+general,unknown,pdf,unknown,unknown,47035,https://drive.google.com/uc?export=download&id=1VBM3YJ33nJVi3lw06c1-S2GRbWHo1tLP,2026-09-15,f02b308ac1aef93feefcfa287b53dd2fd1496f2eda2ff3e0aa95d478b3d31557,4,Bakers.pdf,2026/2026-08-06/cumberland/Bakers.pdf,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Cumberland,results,document,2026-08-06,primary+general,unknown,pdf,unknown,unknown,47035,https://drive.google.com/uc?export=download&id=1GPUxaso5d-UF3pJW4PWEAYu7lUjrezwG,2026-09-15,ddf80cdf1e921fa74396111f70e69f22489036d2b0a344790506a1d67c325bd7,4,BigLick.pdf,2026/2026-08-06/cumberland/BigLick.pdf,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Cumberland,results,document,2026-08-06,primary+general,unknown,pdf,unknown,unknown,47035,https://drive.google.com/uc?export=download&id=1c5qIuCxrBp_Y2Q-jsldVx13nQqrTut9B,2026-09-15,81707a473c604db59bb99c70d6d2c680dfce18e7034d918b38d2dc6a4a65701f,4,ChestnutHill.pdf,2026/2026-08-06/cumberland/ChestnutHill.pdf,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Cumberland,results,document,2026-08-06,primary+general,unknown,pdf,unknown,unknown,47035,https://drive.google.com/uc?export=download&id=1w5alW2u_qkidbDOxUdfLwj-3H6xrxil9,2026-09-15,7d27f7d70188e4e0d94740a530c728e5b28539fbc4d39e3ff5321653527cbb17,4,Complex.pdf,2026/2026-08-06/cumberland/Complex.pdf,no status wording readable in the document; offices not enumerated; requires a full parse of the document
